movie_title,tomatometer_rating,audience_rating
The Winslow Boy,97,77
The King and I,13,40
The General,82,81
Payback,54,69
Bent,73,77
Buena Vista Social Club,91,90
Friends & Lovers,7,33
The Confession,40,35
I'll Be Home for Christmas,23,41
Underground,86,96
The Thirteenth Floor,29,63
Der Unhold (The Ogre),89,72
Black and White,25,27
Jack Frost,19,40
Deep Blue Sea,60,38
After Sex,78,60
The Haunting,16,28
Dick,71,53
William Shakespeare's 'A Midsummer Night's Dream',67,60
Deja Vu,65,61
An Ideal Husband,85,70
K-911,17,45
Fireworks (Hana-bi),96,93
Animal Farm,40,38
In Too Deep,36,75
The Best Man,72,86
Man on the Moon,63,79
Anna and the King,51,64
Double Jeopardy,27,61
The Hurricane,83,87
Diamonds,26,27
The End of the Affair,67,74
Guinevere,86,54
Mansfield Park,77,77
Miss Julie,39,52
Superstar,32,60
House on Haunted Hill,30,42
Tumbleweeds,82,65
The Bachelor,9,28
Last Night,84,85
A Dog of Flanders,21,63
Eye of the Beholder,9,32
The Celebration (Festen),92,95
Excellent Cadavers,63,50
Boiler Room,66,78
What Planet Are You From?,42,28
Witness Protection,60,74
Whatever It Takes,16,45
High Fidelity,91,90
Inferno (Pilgrim),20,24
Coming Soon,29,26
Where the Heart Is,35,76
Committed,45,34
Dinosaur,64,48
Screwed,13,48
Hamlet,57,46
Road Trip,58,65
Running Free,27,72
Sunshine,74,81
Gone in 60 Seconds (Gone in Sixty Seconds),25,77
George Washington,84,85
Shaft,67,41
The Patriot,61,81
Who's Minding the Store?,40,65
Slow Burn,11,9
The In Crowd,2,38
Loser,24,35
American Virgin,29,9
Wildflowers,57,43
Saving Grace,63,83
The Art of War,16,36
The Crew,20,35
Backstage,31,81
Beowulf,0,23
10 Cent Pistol,43,29
10 Cloverfield Lane,90,79
10 Minutes Gone,0,31
10 Questions for the Dalai Lama,79,73
10 Rules For Sleeping Around,0,11
10 Things I Hate About You,68,69
10 Years,60,40
10th & Wolf,19,52
10x10,67,19
Bait,26,40
Duets,21,48
Beautiful,16,55
Under Suspicion,49,48
Circus,9,46
Get Carter,12,28
Attack,100,78
The Contender,76,73
The Ladies Man,11,42
Lost Souls,8,22
Bedazzled,49,42
Blow Dry,19,55
A Kiss Before Dying,100,45
Malena,54,84
Lies,54,51
La Ciudad (The City),83,100
The Gift,57,55
Traffic,92,85
Double Take,12,50
The Pledge,78,59
Panic,91,62
Hannibal,39,62
Down to Earth,20,40
Sweet November,15,76
The Interview,100,82
The Brothers,63,85
Heartbreakers,53,51
Someone Like You,42,57
L.I.E.,83,78
Driven,14,33
Ace in the Hole (The Big Carnival),91,93
Bad Seed,20,47
Brother,47,79
Angel Eyes,33,46
The Animal,30,28
Evolution,43,48
The Fast and the Furious,53,74
Pearl Harbor,24,66
Time and Tide (Shun liu Ni liu),64,73
The Road Home (Wo de fu qin mu qin),89,90
Planet of the Apes,45,27
The Score,73,67
Heist,66,60
The Others,83,77
On the Edge,67,79
Hamlet,74,59
Big Trouble,48,54
Sidewalks of New York,56,54
The Pornographer,38,23
The Wash,8,65
Collateral Damage,19,27
The Count of Monte Cristo,74,88
Uprising,100,85
Invincible,54,52
Texas Rangers,2,29
Iris,79,73
Behind Enemy Lines,37,62
The Order,0,28
Scooby-Doo,30,38
Crossroads,14,39
The New Guy,7,54
Conspiracy,100,86
The Time Machine,29,37
The Rookie,84,70
Perfume,11,51
Showtime,25,25
Human Nature,49,61
Murder by Numbers,31,49
Enigma,72,55
Joshua,22,76
11:14,92,76
Enough,22,67
Insomnia,92,77
Shiner,46,25
They,38,24
Brother's Keeper,57,23
Trapped,17,48
Beat,57,37
Derailed,0,20
Swept Away,5,28
All or Nothing,82,81
Femme Fatale,49,49
The Quiet American,86,72
Door to Door,60,83
One Week,80,80
Empire,21,62
Adaptation,91,85
Pinocchio,0,32
Nicholas Nickleby,78,75
The Gathering Storm,83,82
Lockdown,58,79
The Hunted,29,47
Down (The Shaft),20,17
Avenging Angelo,13,34
Anger Management,42,60
Devdas,89,88
Lift,50,70
Spellbound,97,83
Double Vision,60,44
Unconditional Love,14,67
Le Divorce,36,26
Grind,8,79
Cabin Fever,62,44
Luther,45,74
Dummy,71,74
Suicide Club,57,69
Good Boy!,44,40
House of the Dead,3,10
Mayor of the Sunset Strip,87,76
The Missing,58,50
The Big Empty,71,48
Big Fish,75,89
Highwaymen,13,37
American Gun,40,41
The Company,72,49
Peter Pan,76,74
Torque,23,41
112 Weddings,75,61
The Reckoning,39,56
The Girl Next Door,56,69
Ned Kelly,56,53
Envy,8,27
The Punisher,29,63
King Of The Ants,100,57
Valentin,61,93
The Terminal,61,74
Madeleine,83,69
King Arthur,31,59
Let's Get Frank,54,44
Heartlands,60,79
7 Days in September,100,80
Kal Ho Naa Ho,70,92
The 24th Day,21,58
Uncovered: The War on Iraq,77,69
Almost Peaceful,73,68
Lightning in a Bottle,87,88
Pride and Prejudice,66,56
Journey Into Amazing Caves,80,72
Late Night Shopping,60,79
Black Cloud,29,80
Lana's Rain,22,67
Spin,43,69
Everyday People,67,40
Beauty Shop,38,62
Dead Birds,50,40
Hostage,35,62
Are We There Yet?,12,45
Hide and Seek,13,50
Sacred Planet,58,62
Employee of the Month,11,52
The Private Lives of Elizabeth and Essex,71,65
Union Square,53,55
Cursed,17,30
Sky High,73,57
The Snow Walker,86,78
Devour,20,42
Appurushîdo (Appleseed),25,74
Sahara,38,53
Nightmare Alley,100,87
Arven (The Inheritance),75,83
Moog,29,43
Crash,74,88
Antares,0,56
The Honeymooners,13,30
Stealth,12,40
The Muppets' Wizard of Oz,38,36
No Direction Home: Bob Dylan,88,95
Bad Timing,50,75
The Skeleton Key,37,58
Red Eye,79,64
Wall (Mur),68,67
Bomb the System,32,84
Hellbent,45,41
Venom,11,21
Capote,90,81
Nine Lives,75,67
Festival,80,54
"Good Night, And Good Luck",93,83
Kids in America,17,65
Rent,46,83
Jarhead,61,68
Godzilla: Final Wars,50,70
The New World,63,58
Pride and Prejudice,86,89
The Ringer,40,68
Land of Plenty,62,62
Breakfast on Pluto,57,80
Mystery of the Nile,69,71
The Football Factory,38,83
Curious George,70,69
Big Momma's House 2,6,58
The Promise (Master of Crimson Armor) (Wu ji),31,44
Pariah,43,49
11:55,100,81
Hoodwinked,47,56
Glory Road,56,81
Date Movie,7,35
Why We Fight,79,88
Casanova,44,58
Doogal,8,22
Summer Storm (Sommersturm),47,78
Adam & Steve,54,56
On a Clear Day,67,72
Clean,73,66
The Panic in Needle Park,85,75
London,14,60
Little Fish,90,57
Evil (Ondskan),68,87
The Devil and Daniel Johnston,89,91
See No Evil,9,50
Marie Antoinette,56,56
Goal! The Dream Begins (Goal!: The Impossible Dream),42,77
The Dark,33,31
Sleeping Dogs Lie,63,41
The Oh in Ohio,22,35
Christmas in the Clouds,69,64
The Hoax,86,58
For Your Consideration,52,43
Free Zone,26,35
Standing Still,36,37
Superhero Movie,17,32
The Blue Butterfly,44,64
Straight Into Darkness,50,38
Look Both Ways,75,75
The Big White,30,56
Bobby,46,72
Cavite,73,54
Land of the Blind,17,63
Coastlines,48,28
Unconscious,85,87
Home,38,40
The Breed,15,29
Stupidity,67,45
Voices of Iraq,60,84
Trade,31,74
Abominable,67,40
Rest Stop,0,29
Red Doors,59,71
Pizza,31,51
The Woods,71,37
Driving Lessons,48,71
Ballets Russes,92,81
Angel Rodriguez,83,11
Karla,0,37
Cocaine Angel,60,53
The Invisible,20,57
The Bridge,67,72
Conversations With God,7,67
Perfect Stranger,10,51
Vitus,66,80
"Definitely, Maybe",70,72
Wanted,71,69
Silk,7,29
License to Wed,7,53
Fred Claus,20,45
Antikörper (Antibodies),65,71
Funny Games,52,54
The Jane Austen Book Club,66,67
Fail Safe,100,79
Lars and the Real Girl,81,84
Ghosts of Abu Ghraib,100,91
Longford,100,86
A Simple Curve,63,57
Tortilla Heaven,25,34
Madeinusa,83,72
10 MPH,80,64
Hurricane on the Bayou,85,64
In Debt We Trust,80,66
The Contract,0,26
Descent,35,33
Kannathil Muthamittal (A Peck on the Cheek),83,93
"Rally 'Round the Flag, Boys!",22,47
Hollywood Dreams,36,68
The Final Season,24,68
The Last Time,35,39
Take,43,42
You Kill Me,78,59
Amu,82,76
Splinter,43,28
11/8/16,75,61
As You Like It,36,49
The Hunting Party,54,67
Michael Moore Hates America,75,60
Dirty Laundry,50,68
Evil Aliens,50,53
The Burning,86,61
Alvin and the Chipmunks,28,64
The Unknown Soldier,60,80
Dear Pillow,100,75
Coffee Date,47,61
The Express,61,75
The Rape of Europa,83,92
Broken,12,32
Itty Bitty Titty Committee,38,56
Strange Culture,91,60
Blindness,44,47
Mad Money,22,48
The Haunting in Connecticut,17,45
Billy the Kid,83,86
Tenderness,40,22
Angels & Demons,36,57
The Lovely Bones,32,52
Shelter,58,85
The Great Buck Howard,71,49
The Bank Job,79,74
Zack and Miri Make a Porno,65,66
Blood Creek,43,30
Over Her Dead Body,15,42
Imagine That,41,41
Ghost Town,85,60
College,5,27
Changeling,62,82
L.A. Twister,13,33
Life is a Bed of Roses,75,44
What Love Is,15,55
No Smoking,46,62
Mister Lonely,47,57
Hell Ride,10,30
Partition,38,73
Smart People,49,39
The Cottage,72,45
State of Play,84,73
All Hat,20,18
Trumbo,83,78
Deal,3,38
Chapter 27,18,37
Step Brothers,55,69
Botched,25,44
Noise,58,60
Burning the Future: Coal in America,88,75
Miss Conception,8,19
Elegy,74,61
The Take,85,49
All in This Tea,83,80
Ice Age: Dawn of the Dinosaurs (Ice Age 3),46,62
High School Musical 3: Senior Year,64,72
Heart of the Beholder,83,56
Fanaa,100,78
Encounters at the End of the World,94,83
Phoebe in Wonderland,60,70
Love and Other Disasters,20,57
Salaam Namaste,83,75
The Wolfman,35,33
Happy-Go-Lucky,92,67
Viva,60,39
My Winnipeg,95,77
Space Chimps,33,33
Hounddog,15,48
Never Forever,80,71
The Princess and the Frog,85,74
Cloudy With a Chance of Meatballs,86,72
Lou Reed's Berlin,78,85
Patti Smith: Dream of Life,67,76
Lakeview Terrace,44,39
Quarantine,56,44
Reprise,88,84
Before the Rains,49,50
My Name Is Bruce,38,48
Mirrors,15,44
Trapped Ashes,33,15
"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",76,75
Hofshat Kaits (My Father My Lord),95,75
Ballast,92,71
Paris,66,66
Never Say Macbeth,100,59
Fantastic Mr. Fox,92,85
The Art Of Travel,63,51
Ballet Shoes,100,66
The Perfect Game,57,70
Shutter Island,68,76
Disfigured,71,61
Bustin' Down the Door,79,73
Ninja Assassin,25,54
Recount,77,81
I Love You Beth Cooper,13,32
Far North,83,47
11-11-11,7,17
11 Minutes (11 Minut),72,37
The 11th Hour,67,69
The Informant!,79,44
RoboCop,49,49
The Wrecking Crew,94,84
Closing the Ring,33,58
Dorian Gray,44,39
Nobel Son,25,44
17 Again,56,67
The Good Life,20,53
The Tooth Fairy,18,41
The Greatest,53,53
Dark Streets,19,15
The Book of Revelation,69,42
Open Window,20,33
Green Zone,53,57
Easy Virtue,52,47
Dear Zachary: A Letter to a Son About His Father,94,96
Under the Sea 3D,94,75
Dance of the Dead,80,51
Fetching Cody,0,69
Me and Orson Welles,85,61
Center Stage: Turn It Up,60,58
The Children,76,50
War Child,50,79
Garbage Warrior,83,85
The Last House on the Left,41,52
The Crazies,71,56
9,57,56
The Three Stooges,51,47
The Lodger,21,29
Paper Man,32,48
Creation,46,49
Our Man in Havana,94,77
Crips and Bloods: Made in America,76,73
Tennessee,33,52
Free Style,33,54
Helen,44,49
Four Flies on Grey Velvet (4 mosche di velluto grigio),75,60
Weapons,0,55
Islander,88,83
The Taking of Pelham 1 2 3,51,52
Obsessed,19,46
Katyn,91,75
Sugarhouse,29,52
Weather Girl,25,36
Unmade Beds,76,68
Adam,66,72
Tyson,85,79
The Boys Are Back,72,61
Splice,76,37
Crossing Arizona,100,79
It's Complicated,58,60
The Cove,95,94
Vinyan,53,32
12:08 East of Bucharest (A fost sau n-a fost?),96,74
Black Sun,75,85
Mary and Max,95,92
New York,57,66
Puss in Boots,85,67
Mystery Team,58,64
Reunion,19,33
The Last Word,40,48
El Baño del Papa (The Pope's Toilet),88,79
The Twilight Saga: Eclipse,48,60
Antichrist,53,55
Splinterheads,27,50
Baby on Board,20,19
Extract,62,38
The Debt,77,66
Everybody's Fine,47,53
Last Night,53,46
Howl,63,58
Life During Wartime,69,48
The Friends of Eddie Coyle,100,88
The Skeptic,8,27
Remember Me,27,69
Uncle Nino,21,68
What Goes Up,16,31
"C'est Pas Moi, Je le Jure! (It's Not Me, I Swear!)",100,85
Home,94,73
Triangle,80,66
Get Him to the Greek,72,62
Home,0,86
The End of the Line,78,81
The Eclipse,75,48
The Blind Side,66,85
Stone of Destiny,53,58
The Sunchaser,17,41
Furry Vengeance,7,32
Warrior,83,92
Beyond a Reasonable Doubt,7,36
A Prophet (Un prophete),97,89
Homecoming,0,33
American Son,100,52
The Narrows,25,47
Big Fan,86,62
Salt,62,59
Did You Hear About the Morgans?,12,27
World's Greatest Dad,88,67
No Impact Man: The Documentary,83,63
Ghosted,7,17
Death in Love,47,34
X Games 3D: The Movie,38,66
Nollywood Babylon,83,76
The Way We Get By,92,87
Five Minutes of Heaven,75,60
Brothers,63,62
The Collector,29,48
One Week,50,73
The Hills Run Red,57,33
Despicable Me,81,82
The Disappeared,64,44
Après lui,83,52
The Poker House,57,65
Deadgirl,29,40
The Meerkats,73,79
Run Robot Run!,100,62
Anita O'Day: The Life of a Jazz Singer,100,76
Carriers,66,39
Earth Days,82,59
Amreeka,87,76
I Sell the Dead,72,46
My One and Only,68,50
The Horse Boy,75,75
Fifty Dead Men Walking,83,68
Nurse.Fighter.Boy,80,79
Art & Copy,57,65
Triangle (Tie saam gok),53,44
Franklyn,57,43
Ink,100,81
Passing Strange,100,90
We Live in Public,82,79
Staten Island (Little New York),25,28
Kick-Ass,76,81
Motherland,90,67
Know Your Mushrooms,100,53
Loren Cass,69,26
White on Rice,45,52
Blind Date,33,35
A Single Man,85,81
Not Forgotten,15,17
Passchendaele,40,57
The Mighty Celt,67,66
Paheli,57,66
Ice People,89,100
Eid milad Laila (Laila's Birthday),80,65
Shank,60,57
The Bounty Hunter,12,51
Chevolution,76,74
Breaking Point,0,20
Che: Part One (The Argentine),67,75
Alice in Wonderland,51,55
An Englishman in New York,67,72
Fix,56,57
Alice in Wonderland,67,58
Waveriders,56,59
Tony,76,58
The Losers,48,54
127 Hours,93,85
Twelve Monkeys (12 Monkeys),89,88
12 O'clock Boys,92,64
12 Rounds,30,45
12 Strong,51,62
12 Years a Slave,95,90
13,8,34
13 Assassins,95,88
13 Cameras,77,34
13 Ghosts,36,41
13 Going on 30,65,70
13 Hours: The Secret Soldiers Of Benghazi,51,82
13 Rue Madeleine,83,53
13 Sins,65,45
13 Tzameti,84,85
The 13th Warrior,33,65
1408,79,61
1492: Conquest of Paradise,32,50
14 Blades,67,52
14 Cameras,22,24
14 Hours,100,73
1:54,57,57
15 Minutes,32,37
15 Minutes of War (L'intervention),33,80
16 Acres,100,75
16 Blocks,56,57
16 Years of Alcohol,80,68
1776,69,84
17 Girls,67,39
18 Again!,29,46
1900 (Novecento),53,85
1911,8,30
1922,90,57
1941,39,48
1982,78,61
1984,79,71
1985,95,80
+1,82,39
1 Night (One Night),33,60
"20,000 Days on Earth",95,79
2001: A Space Odyssey,93,89
2010,65,61
What Women Want,0,29
2012,39,47
2016: Obama's America,26,73
20 Centimeters (20 Centimetres) (20 centímetros),44,82
20 Feet From Stardom,99,82
20 Million Miles to Earth,80,55
20th Century Women,89,74
211,5,9
21 And Over,25,46
21 Grams,80,86
21 Jump Street,85,82
21 Years: Richard Linklater,40,55
2:22,22,37
22 Bullets,42,55
22 July,80,69
22 Jump Street,84,77
24 City (Er shi si cheng ji),91,71
24 Days,79,60
24 Exposures,35,5
24 Hour Party People,86,87
24 Hours on Craigslist,50,40
24 Hours to Live,52,30
24: Redemption,80,67
My Soul to Take,10,26
25th Hour,78,85
27 Dresses,40,57
28 Days,32,50
28 Days Later,86,85
28 Hotel Rooms,47,38
28 Weeks Later...,71,67
29 Palms,0,37
"2 Autumns, 3 Winters",78,48
2 Brothers & a Bride,46,37
2 Days in New York,66,42
2 Days in Paris,87,72
2 Days in the Valley,59,54
2 Fast 2 Furious,36,50
2 Guns,64,66
2 Jacks,33,19
3 Backyards,76,29
30 Days Of Night: Dark Days,17,14
300,60,89
3000 Miles to Graceland,14,46
300: Rise of an Empire,45,51
30 Beats,5,15
30 Days of Night,51,56
30 Miles from Nowhere,80,50
30 Minutes or Less,44,40
30 Years to Life,67,67
31,47,35
31 North 62 East (Too Close to the Truth),8,29
3:10 to Yuma,89,86
33 Postcards,27,43
360,20,32
388 Arletta Avenue,56,23
3,45,55
"3, 2, 1... Frankie Go Boom",40,41
3-4x juugatsu (Boiling Point),94,63
3 Days To Kill,27,43
3 from Hell,50,67
3 Generations,32,45
3 Hearts (3 coeurs),79,44
3 Holes and a Smoking Gun,40,67
Three Idiots,100,93
3-Iron,87,94
3 Nights In The Desert,40,65
3 Ninjas,32,53
3 Ninjas: High Noon at Mega Mountain,0,28
3 Ninjas Kick Back,15,40
3 Women,94,86
The 400 Blows (Les Quatre cents coups),100,94
400 Days,22,41
40 Days and 40 Nights,38,43
The 40 Year Old Virgin,85,77
4/20 Massacre,57,45
42,80,85
42nd Street,96,74
4.3.2.1,37,42
4:44 Last Day on Earth,47,19
44 Inch Chest,41,36
45 Years,97,67
47 Meters Down,54,36
47 Ronin,16,48
48 HRS,93,69
49th Parallel (The Invaders),91,77
4 (Chetyre),75,63
4 Days in France (Jours de France),90,42
4 Little Girls,100,89
4 Minute Mile,29,45
"4 Months, 3 Weeks and 2 Days",96,86
500 Days of Summer,85,84
50/50,93,88
50 First Dates,45,65
50 to 1,17,70
51 Birch Street,97,87
52 Tuesdays,89,66
54,17,43
55 Steps,50,85
56 Up,99,75
5 Broken Cameras,96,88
5 Children and It,63,42
5 Days Of War,32,36
5 Flights Up,45,43
5 to 7,69,70
5B,100,97
600 Miles,94,40
61*,82,90
68 Kill,68,53
6 Balloons,86,54
6 Below: Miracle On The Mountain,22,55
6 Month Rule,22,38
6 Souls,4,45
6 Ways To Die,40,26
6 Years,69,34
6ixtynin9,94,80
'71,96,81
71 Fragmente einer Chronologie des Zufalls (71 Fragments of a Chronology of Chance),60,75
78/52: Hitchcock's Shower Scene,88,77
7 Boxes,97,82
7 Chinese Brothers,77,44
7 Days in Entebbe,24,38
7 Guardians of the Tomb,7,27
8 1/2,98,92
8: The Mormon Proposition,64,72
808,100,64
84 Charing Cross Road,87,81
88 Minutes,5,44
8 Heads in a Duffel Bag,11,35
8 Mile,75,54
8 Seconds,31,94
8MM,22,52
90 Minutes In Heaven,24,50
9/11,11,42
9500 Liberty,92,82
96 Souls,0,95
976-EVIL,9,28
$9.99,73,55
99 Homes,93,78
9 Dead Gay Guys,22,61
9 Full Moons,83,72
9 to 5,82,73
A Crude Awakening: The Oil Crash,79,84
A Film with Me in It,62,60
"Jackie Chan's Project A2 ('A' gai wak juk jap) (Project A, Part II)",67,65
"A Galaxy Far, Far Away",57,24
A Little Help,41,31
A Mother's Courage: Talking Back To Autism (Sólskinsdrengurinn),56,77
A Necessary Death,83,73
A Rumor of Angels,34,76
A Small Act,88,80
A Wink and a Smile,40,45
A Bad Moms Christmas,31,44
A Bag of Hammers,58,66
A Band Called Death,94,85
A Beginner's Guide To Endings,33,48
A Better Life,85,79
A Bigger Splash,90,57
A Bird of the Air,30,61
A Birder's Guide To Everything,86,68
A Bottle in the Gaza Sea,69,73
A Boy Called Po,31,79
A Boy Called Sailboat,80,77
"A Bread Factory, Part One: For the Sake of Gold",100,69
A Breath Away (Dans la brume),45,48
A Brilliant Young Mind,87,78
A Brony Tale,80,70
A Brother's Kiss,100,68
A Burning Hot Summer,55,22
A Canterbury Tale,92,81
A Case of You,47,26
A Cat in Paris,83,72
A Christmas Prince,73,48
A Christmas Prince: The Royal Wedding,47,28
A Ciambra,89,76
A Coffee in Berlin,77,74
A Conspiracy of Faith (Flaskepost fra P),100,66
A Cop (Un Flic),78,69
A Country Called Home,17,48
A Crooked Somebody,80,62
A Cure For Wellness,42,41
A Dangerous Method,78,50
A Dark Song,92,60
The Truth (A Dark Truth),8,36
A Date with Judy,57,50
Adrift,71,61
A Distant Trumpet,50,44
A Dog's Journey,50,92
A Dog's Purpose,35,73
A Dog's Way Home,60,71
A Fantastic Fear of Everything,34,35
A Fantastic Woman (Una mujer fantástica),93,77
A Farewell to Fools,40,23
A Few Best Men,15,36
A Field in England,87,58
A Fierce Green Fire,68,62
A Five Star Life,64,48
A Fond Kiss,88,76
A Fortunate Man (Lykke-Per),80,71
A Four Letter Word,53,40
A Futile and Stupid Gesture,67,72
A Ghost Story,91,66
A Girl And A Gun,25,44
A Girl Walks Home Alone at Night,96,75
A Glimpse Inside the Mind of Charles Swan III,16,26
A Good Day To Die Hard,15,40
A Gray State,100,56
A Great Wall,71,60
A Guide to Recognizing Your Saints,76,73
A Guy Thing,24,35
A Hard Day,81,77
A Haunted House,10,51
A Haunted House 2,8,43
A Hijacking,96,76
A Hologram for the King,72,55
A Horrible Way to Die,60,35
A Jihad for Love,78,69
A Kid Like Jake,53,46
A Kind of Murder,38,14
A La Mala,43,75
A Late Quartet,76,71
A League of Ordinary Gentlemen,91,77
A Letter to Momo,80,76
A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman,44,46
A Little Bit Of Heaven,4,52
A Little Chaos,48,48
A Little Trip to Heaven,33,42
A Lonely Place to Die,74,49
A Long Way Down,22,40
A Long Way From Home,33,33
A Man and a Woman,75,87
A Man Called Ove (En man som heter Ove),90,87
A Man Named Pearl,74,90
A Man's Story,33,41
A Marine Story,60,61
A Master Builder,81,58
A Merry Friggin' Christmas,14,21
A Million Ways to Die in the West,33,40
A Monster Calls,86,81
A Monster in Paris,87,65
A Month Of Sundays,63,62
A Most Violent Year,90,69
A Most Wanted Man,87,65
A Murder In The Park,76,67
The Notebook,67,67
A Night In Old Mexico,43,32
A Nightmare on Elm Street 2: Freddy's Revenge,41,33
A Nightmare on Elm Street 3: Dream Warriors,74,68
A Nightmare on Elm Street 4: The Dream Master,55,43
A Nightmare on Elm Street 5: The Dream Child,32,32
A Novel Romance,0,23
A Perfect Day,73,56
A Perfect Getaway,63,52
A Perfect Man,20,23
A Place at the Table,90,73
A Plumm Summer,20,47
A Poem Is A Naked Person,87,55
A Prayer Before Dawn,92,75
A Prayer for the Dying,56,54
A Private Function,88,63
A Private War,89,64
A Promise,13,23
A Question of Faith,40,78
A Quiet Passion,92,48
A Quiet Place,95,83
A Room With a View,100,85
A Royal Night Out,74,56
A Score to Settle,15,18
A Screaming Man,88,61
A Separation,99,92
A Serious Man,90,68
A Short History Of Decay,67,59
A Simple Favor,85,73
A Simple Life,93,86
